,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
1668,"Antwerp, Belgium",within an hour,88.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Private room in townhouse,Private room,2.0,2,365,t,30,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,92.73972602739725,92.73972602739725,11.66853027702424,1.0,4.0,0.53,60,90,365,92.73972602739725,100.0,1 shared bath,23.184931506849313,4.0,0.0,12.582019353364396
1669,"Antwerp, Belgium",response not available,95.51634665282823,61.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire home,Entire home/apt,2.0,2,7,t,0,11,11,0,5.0,4.91,4.82,4.91,5.0,4.45,4.82,f,95.0,95.0,0.0,2.0,3.0,1.64,0,0,0,0.0,0.0,1.5 baths,31.666666666666668,1.5,0.0,0.0
1670,"Antwerp, Belgium",within an hour,88.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire townhouse,Entire home/apt,3.0,2,1125,t,29,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,300.0,300.0,0.0,2.0,6.0,1.745327198364008,59,89,364,299.17808219178085,99.72602739726028,1 bath,50.0,3.0,0.0,0.0
1671,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,1125,t,3,32,32,3,4.94,5.0,5.0,5.0,5.0,4.97,4.97,f,105.97260273972603,105.97260273972603,9.604790189314995,1.0,2.0,5.13,25,46,132,38.35616438356164,36.16438356164384,1.5 baths,52.986301369863014,2.0,0.0,9.063465406152982
1672,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,5,1125,t,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,135.0,135.0,0.0,2.0,4.0,0.38,0,0,0,0.0,0.0,1.5 baths,33.75,2.0,0.0,0.0
1673,"Wuustwezel, Belgium",within an hour,75.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,5,1125,t,6,7,7,0,4.43,4.71,4.57,4.71,4.43,4.86,4.57,f,100.0,100.0,0.0,2.0,4.0,1.04,15,39,314,86.02739726027397,86.02739726027397,1.5 baths,25.0,2.0,0.0,0.0
1674,"Antwerp, Belgium",within an hour,80.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",f,neighbourhood not available,Entire vacation home,Entire home/apt,1.0,1,365,t,26,19,19,2,4.84,4.89,4.79,4.89,4.95,4.84,4.79,t,123.47945205479452,123.47945205479452,11.41513068213149,3.0,4.0,3.05,45,75,75,27.602739726027398,20.54794520547945,1 bath,30.86986301369863,1.3333333333333333,0.0,9.24455890609717
1675,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",f,neighbourhood not available,Private room in home,Private room,1.0,3,365,t,27,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,85.0,85.0,0.0,1.0,2.0,1.745327198364008,57,87,362,84.3013698630137,99.17808219178083,1 private bath,42.5,2.0,0.0,0.0
1676,"Antwerp, Belgium",within a day,67.0,20.0,f,host neighbourhood not available,3,"['email', 'phone']",f,neighbourhood not available,Entire condo,Entire home/apt,1.0,30,365,t,30,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,58.0,58.0,0.0,1.0,2.0,1.745327198364008,60,90,365,58.0,100.0,1 bath,29.0,2.0,0.0,0.0
1677,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,365,t,4,20,20,3,4.35,4.5,4.6,4.7,4.7,4.5,4.35,t,41.68767123287671,41.68767123287671,2.7677471898639516,1.0,2.0,3.0,20,50,321,36.75616438356165,87.94520547945206,1 bath,20.843835616438355,2.0,0.0,6.639246347925488
1678,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,7,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,2,999,t,25,12,12,0,4.17,4.42,4.58,4.58,4.5,4.33,4.5,f,114.6986301369863,114.6986301369863,32.640602425349776,2.0,3.0,2.07,54,81,337,104.12876712328767,92.32876712328768,1 bath,38.23287671232877,1.5,0.0,28.457709029625388
1679,"Antwerp, Belgium",response not available,95.51634665282823,100.0,t,host neighbourhood not available,1,['phone'],t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,365,t,0,9,9,0,4.89,4.89,5.0,5.0,5.0,4.56,4.89,f,122.16164383561645,122.16164383561645,16.693706701755243,1.0,2.0,1.44,26,56,331,107.75068493150685,90.68493150684932,1 bath,61.08082191780822,2.0,0.0,13.665260369464807
1680,host location not available,response not available,95.51634665282823,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,1,365,t,0,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,150.0,150.0,0.0,2.0,4.0,0.19,0,0,207,85.06849315068493,56.71232876712329,1 bath,37.5,2.0,0.0,0.0
1681,"Schilde, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,3,1125,t,20,6,6,1,5.0,4.83,4.83,5.0,4.67,5.0,4.67,t,121.74246575342465,121.74246575342465,22.204332797953153,3.0,4.0,1.2,44,51,218,76.86849315068493,59.726027397260275,1.5 baths,30.435616438356163,1.3333333333333333,0.0,18.238773677317717
1682,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,1,5,t,24,6,6,0,4.0,4.17,3.83,3.83,3.67,5.0,4.0,t,74.77534246575343,74.77534246575343,34.838070391131744,2.0,10.0,0.89,54,82,353,72.12602739726027,96.7123287671233,1.5 baths,7.477534246575343,5.0,0.0,46.59031873653716
1683,"Antwerp, Belgium",response not available,95.51634665282823,61.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,2,7,t,0,4,4,0,4.75,5.0,4.5,5.0,5.0,4.75,4.75,f,40.0,40.0,0.0,1.0,2.0,0.72,0,0,0,0.0,0.0,1 shared bath,20.0,2.0,0.0,0.0
1684,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire loft,Entire home/apt,1.0,2,60,t,9,9,9,0,5.0,5.0,5.0,5.0,5.0,4.78,5.0,t,119.3890410958904,119.3890410958904,30.83743070230944,1.0,2.0,3.1,37,57,233,76.93150684931507,63.83561643835617,1.5 baths,59.6945205479452,2.0,0.0,25.829364587610314
1685,host location not available,within an hour,100.0,88.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,1,365,t,13,9,9,3,4.89,5.0,4.89,5.0,5.0,4.89,4.78,f,85.0,85.0,0.0,1.0,2.0,4.5,35,61,320,74.52054794520548,87.67123287671232,1 bath,42.5,2.0,0.0,0.0
1686,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in condo,Private room,1.0,2,365,t,11,19,19,1,4.95,4.95,5.0,4.95,4.95,4.74,4.89,f,75.0027397260274,75.0027397260274,0.05234239225902405,1.0,2.0,2.89,41,69,69,14.180821917808219,18.904109589041095,1 shared bath,37.5013698630137,2.0,0.0,0.06978730703734576
1687,"Kapellen, Belgium",within an hour,100.0,94.0,f,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,1,365,t,0,3,3,1,4.67,4.67,5.0,5.0,5.0,4.33,4.0,f,221.3972602739726,221.3972602739726,18.080056803332823,1.0,4.0,0.49,0,0,214,129.6986301369863,58.63013698630137,1.5 baths,55.34931506849315,4.0,0.0,8.16634170673986
1688,"Antwerpen, Belgium",within a day,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,3,365,t,9,7,7,0,5.0,4.86,4.86,4.86,4.86,4.86,4.71,f,95.0,95.0,0.0,1.0,2.0,1.1,9,15,68,17.698630136986303,18.63013698630137,1 bath,47.5,2.0,0.0,0.0
1689,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,5,51,51,4,4.9,4.94,4.92,4.98,4.94,4.94,4.86,f,75.48493150684932,75.48493150684932,7.9633720429693495,2.0,3.0,7.89,20,48,323,68.58904109589041,88.4931506849315,1 bath,25.16164383561644,1.5,0.0,10.549618160873303
1690,"Antwerp, Belgium",response not available,95.51634665282823,60.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,2,99,t,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,125.34246575342466,125.34246575342466,13.407414688471139,1.0,2.0,0.5,0,0,0,0.0,0.0,1 bath,62.67123287671233,2.0,0.0,10.696625926321236
1691,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,365,t,0,17,17,3,4.94,5.0,5.0,5.0,5.0,4.82,5.0,f,14901.054794520547,14901.054794520547,35565.186861859256,1.0,2.0,2.63,0,0,0,0.0,0.0,1.5 baths,7450.527397260274,2.0,0.0,238.67563304939577
1692,host location not available,a few days or more,20.0,7.0,f,host neighbourhood not available,3,"['email', 'phone']",f,neighbourhood not available,Room in aparthotel,Private room,1.0,1,365,t,25,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,150.95890410958904,150.95890410958904,40.74931346963131,2.0,3.0,1.745327198364008,55,85,360,149.05479452054794,98.63013698630137,1 bath,50.31963470319635,1.5,0.0,26.99364685374851
1693,"Antwerp, Belgium",within a few hours,100.0,79.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,1,6,t,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,165.0,165.0,0.0,2.0,4.0,0.36,0,0,0,0.0,0.0,1 bath,41.25,2.0,0.0,0.0
1694,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Tiny home,Entire home/apt,1.0,3,365,t,0,6,6,0,4.67,4.33,5.0,4.5,4.83,4.67,4.67,t,84.82465753424657,84.82465753424657,19.379295205021894,1.0,2.0,1.08,0,22,260,55.37534246575343,71.23287671232876,1.5 baths,42.412328767123284,2.0,0.0,22.846299376095708
1695,"Ostend, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,1,14,t,6,36,36,5,4.58,4.72,4.72,4.81,4.92,4.92,4.67,t,91.4904109589041,91.4904109589041,34.53216435195816,1.0,2.0,6.32,20,44,293,74.57534246575342,80.27397260273973,1 bath,45.74520547945205,2.0,0.0,37.74402583836836
1696,"Ostend, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,13,33,33,7,4.61,4.55,4.55,4.91,4.94,4.91,4.61,t,91.24383561643836,91.24383561643836,36.95034158826393,1.0,2.0,5.44,32,55,307,78.9972602739726,84.10958904109589,1 bath,45.62191780821918,2.0,0.0,40.496260748607774
1697,"Antwerp, Belgium",response not available,95.51634665282823,75.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire townhouse,Entire home/apt,3.0,4,7,t,0,2,2,0,4.5,4.0,3.5,5.0,5.0,5.0,4.0,f,125.0,125.0,0.0,3.0,5.0,0.39,0,0,31,10.616438356164384,8.493150684931507,2.5 baths,25.0,1.6666666666666667,0.0,0.0
1698,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,1,1125,t,23,43,43,5,4.74,4.74,4.88,4.91,4.91,4.65,4.74,f,100.87123287671233,100.87123287671233,3.8060636789978255,3.0,4.0,7.77,50,77,340,94.00821917808219,93.15068493150685,1 bath,25.21780821917808,1.3333333333333333,0.0,3.773190403699838
1699,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,11,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.510843373493976,2,365,t,26,9,9,0,4.56,4.89,4.78,5.0,5.0,4.67,4.44,f,109.87397260273973,109.87397260273973,5.659816605706969,2.0,3.0,1.39,56,86,86,25.410958904109588,23.56164383561644,1.5 baths,36.62465753424657,1.5,0.0,5.151189559851995
1700,"Bruges, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,2,28,t,10,19,19,1,4.32,4.42,4.37,4.21,3.89,4.79,4.47,t,112.91780821917808,112.91780821917808,28.029004514680835,1.0,2.0,3.05,33,63,338,106.31232876712329,92.6027397260274,1 bath,56.45890410958904,2.0,0.0,24.822483677929164
1701,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,1,1125,t,24,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,275.5945205479452,275.5945205479452,63.91684134291803,2.0,4.0,1.745327198364008,54,80,80,60.673972602739724,21.91780821917808,1.5 baths,68.8986301369863,2.0,0.0,23.192348387709842
1702,"Wijnegem, Belgium",a few days or more,0.0,0.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,6,130,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,40.0,40.0,0.0,1.0,2.0,1.745327198364008,5,28,303,33.205479452054796,83.01369863013699,1.5 baths,20.0,2.0,0.0,0.0
1703,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,3,1125,t,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,195.0,195.0,0.0,3.0,4.0,0.49,0,0,0,0.0,0.0,1 bath,48.75,1.3333333333333333,0.0,0.0
1704,"Antwerp, Belgium",within an hour,100.0,95.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in home,Private room,1.0,2,4,t,13,22,22,1,4.73,4.77,5.0,4.95,4.91,4.55,4.73,f,59.945205479452056,59.945205479452056,0.5212624931673868,1.0,2.0,3.44,17,36,276,45.36986301369863,75.61643835616438,1.5 baths,29.972602739726028,2.0,0.0,0.869564945183255
1705,host location not available,response not available,95.51634665282823,100.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,neighbourhood not available,Tiny home,Entire home/apt,1.0,2,365,t,0,8,8,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,f,100.0,100.0,0.0,2.0,3.0,1.28,0,0,0,0.0,0.0,1 bath,33.333333333333336,1.5,0.0,0.0
1706,"Antwerp, Belgium",within a few hours,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,365,t,14,1,1,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,f,75.0,75.0,0.0,2.0,3.0,0.18,14,14,14,2.8767123287671232,3.8356164383561646,1 bath,25.0,1.5,0.0,0.0
1707,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,1,1125,t,26,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,275.5945205479452,275.5945205479452,63.91684134291803,2.0,4.0,0.43,55,81,81,61.32876712328767,22.19178082191781,1.5 baths,68.8986301369863,2.0,0.0,23.192348387709842
1708,"Bruges, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,426,['phone'],t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,2.0,5,28,t,21,10,10,1,4.9,4.7,4.7,5.0,4.9,5.0,5.0,t,142.47123287671232,142.47123287671232,36.77048460805219,2.0,4.0,1.6,51,81,356,140.15890410958903,97.53424657534246,1 bath,35.61780821917808,2.0,0.0,25.809059039919717
1709,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,31,t,12,8,8,1,5.0,5.0,5.0,5.0,5.0,5.0,4.88,f,135.0,135.0,0.0,1.0,2.0,1.45,42,72,162,59.917808219178085,44.38356164383562,1.5 baths,67.5,2.0,0.0,0.0
1710,"Bruges, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,426,['phone'],t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,5,28,t,17,9,9,0,4.0,4.44,3.89,4.56,3.22,4.56,4.11,t,95.5095890410959,95.5095890410959,16.976164320906808,3.0,4.0,1.54,41,66,341,90.24383561643836,93.42465753424658,1 bath,23.877397260273973,1.3333333333333333,0.0,17.774303597518674
1711,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire townhouse,Entire home/apt,3.0,1,1125,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,237.0,237.0,0.0,2.2309437386569875,9.0,1.745327198364008,0,0,242,157.13424657534247,66.3013698630137,1 bath,26.333333333333332,1.8929883176412219,0.0,0.0
1712,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,23,18,18,2,4.94,4.94,4.94,4.67,4.89,4.94,4.94,t,98.6027397260274,98.6027397260274,6.770856516555729,1.0,2.0,3.67,53,81,356,95.97260273972603,97.53424657534246,1 bath,49.3013698630137,2.0,0.0,6.866803635851185
1713,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,1,1125,t,21,3,3,0,4.33,5.0,5.0,4.67,4.67,5.0,4.0,f,259.1287671232877,259.1287671232877,63.449446605740704,2.0,3.0,0.94,51,77,77,54.45479452054794,21.095890410958905,1.5 baths,86.37625570776255,1.5,0.0,24.485682276855382
1714,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,1,1125,t,21,7,7,2,4.86,5.0,5.0,4.86,5.0,5.0,5.0,f,292.1698630136986,292.1698630136986,63.515237171903564,3.0,4.0,1.47,51,76,76,61.06301369863014,20.82191780821918,1.5 baths,73.04246575342465,1.3333333333333333,0.0,21.739147397596447
1715,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,3.0,1,1125,t,17,10,10,1,4.9,5.0,5.0,4.9,5.0,4.9,4.6,f,350.75068493150684,350.75068493150684,73.99881778697709,3.0,5.0,1.67,47,73,73,69.24931506849315,20.0,1.5 baths,70.15013698630136,1.6666666666666667,0.0,21.097269646508966
1716,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,3.0,1,1125,t,23,14,14,4,4.93,4.86,5.0,4.71,4.71,5.0,4.71,f,462.04657534246576,462.04657534246576,137.75510010521475,3.0,6.0,2.33,49,75,75,96.8027397260274,20.54794520547945,2.5 baths,77.00776255707763,2.0,0.0,29.814115601465417
1717,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,1,1125,t,21,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,275.5945205479452,275.5945205479452,63.91684134291803,2.0,4.0,0.94,51,77,77,57.66849315068493,21.095890410958905,1.5 baths,68.8986301369863,2.0,0.0,23.192348387709842
1718,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,7,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,3,365,t,26,4,4,0,5.0,5.0,4.75,5.0,5.0,5.0,4.5,f,111.17808219178082,111.17808219178082,6.200280181885762,2.0,3.0,0.75,56,86,361,109.53424657534246,98.9041095890411,1 bath,37.0593607305936,1.5,0.0,5.576890750094389
1719,host location not available,within a day,100.0,72.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,3,1125,t,8,8,8,0,5.0,5.0,4.88,5.0,5.0,5.0,4.88,t,120.0,120.0,0.0,2.0,3.0,1.42,8,8,66,21.698630136986303,18.08219178082192,1 bath,40.0,1.5,0.0,0.0
1720,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,1125,t,23,11,11,1,5.0,5.0,4.91,5.0,5.0,5.0,5.0,f,65.63013698630137,65.63013698630137,1.6616790240553099,1.0,2.0,1.77,39,39,56,10.506849315068493,15.342465753424658,1.5 baths,32.81506849315068,2.0,0.0,2.531884131831301
1721,"Ghent, Belgium",within a day,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,1125,t,0,2,2,0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,f,70.0,70.0,0.0,1.0,2.0,0.58,0,0,57,10.931506849315069,15.616438356164384,1 bath,35.0,2.0,0.0,0.0
1722,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in condo,Private room,1.0,1,1125,t,28,19,19,3,4.95,4.89,4.58,4.95,4.95,4.84,4.84,f,60.136986301369866,60.136986301369866,1.163962874832209,2.0,3.0,3.05,58,88,178,29.34246575342466,48.76712328767123,1.5 shared baths,20.04566210045662,1.5,0.0,1.9355191312699602
1723,"Antwerp, Belgium",within an hour,100.0,99.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,1125,t,16,23,23,1,4.87,4.74,4.96,4.96,5.0,4.7,4.78,f,60.0,60.0,0.0,1.0,2.0,3.81,38,60,132,21.698630136986303,36.16438356164384,1 bath,30.0,2.0,0.0,0.0
1724,"Antwerp, Belgium",within a day,67.0,59.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire townhouse,Entire home/apt,2.0,2,365,t,0,4,4,0,4.75,5.0,5.0,5.0,5.0,4.75,5.0,f,120.0,120.0,0.0,2.0,3.0,0.69,26,56,310,101.91780821917808,84.93150684931507,1 bath,40.0,1.5,0.0,0.0
1725,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,20,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,1,365,t,22,9,9,1,4.56,4.44,4.56,4.67,4.44,4.67,4.33,t,119.15068493150685,119.15068493150685,35.33111477483944,2.0,4.0,1.44,52,79,343,111.66849315068494,93.97260273972603,1.5 baths,29.78767123287671,2.0,0.0,29.652464688011946
1726,"Antwerp, Belgium",within a few hours,100.0,80.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,2,365,t,0,2,2,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,t,65.0,65.0,0.0,1.0,2.0,0.39,0,0,240,42.73972602739726,65.75342465753424,1 bath,32.5,2.0,0.0,0.0
1727,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire loft,Entire home/apt,1.0,1,365,t,13,2,2,0,4.0,4.5,4.5,4.5,4.5,5.0,4.5,t,139.0,139.0,0.0,2.0,3.0,0.37,28,44,266,101.2986301369863,72.87671232876713,1 bath,46.333333333333336,1.5,0.0,0.0
1728,"Lier, Belgium",within an hour,100.0,94.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,2,365,t,6,7,7,0,4.86,5.0,4.86,5.0,5.0,4.86,5.0,f,96.15068493150685,96.15068493150685,4.3811259556728315,2.0,3.0,1.76,23,48,311,81.65479452054795,85.2054794520548,1.5 baths,32.050228310502284,1.5,0.0,4.556520797323219
1729,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,365,t,15,26,26,3,4.27,4.38,4.0,4.58,4.69,4.96,4.19,t,91.21095890410959,91.21095890410959,25.861037994749733,2.0,4.0,4.91,41,68,159,40.53972602739726,43.56164383561644,1 bath,22.802739726027397,2.0,0.0,28.35299431720429
1730,"Antwerp, Belgium",within an hour,100.0,91.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in casa particular,Private room,1.0,2,7,t,21,5,5,0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,f,65.0,65.0,0.0,1.0,2.0,0.9,51,73,333,59.3013698630137,91.23287671232877,1 shared bath,32.5,2.0,0.0,0.0
